temp_category,temp_feel,temp
Mild,14.395,
Mild,16.665,12.3
Mild,15.91,13.12
Mild,15.91,13.94
Mild,17.425,14.76
Mild,16.665,14.76
,,15.58
Mild,19.695,15.58
Mild,19.695,15.58
Mild,17.425,14.76
Mild,16.665,
Mild,15.91,13.94
Mild,15.91,13.94
Mild,16.665,13.12
Mild,15.91,13.12
Mild,15.91,13.12
Mild,14.395,12.3
Mild,13.635,12.3
Mild,13.635,11.48
Mild,15.15,12.3
Mild,15.91,12.3
Mild,15.91,12.3
Mild,14.395,12.3
Mild,15.91,13.12
Mild,16.665,13.12
Mild,17.425,
Mild,17.425,14.76
Mild,20.455,16.4
Mild,20.455,16.4
Mild,20.455,16.4
Mild,20.455,16.4
Mild,20.455,16.4
Mild,21.97,18.04
Mild,21.97,18.04
Mild,21.97,18.04
Mild,21.21,17.22
Mild,21.21,17.22
Mild,20.455,16.4
Mild,20.455,16.4
Mild,19.695,15.58
Mild,17.425,14.76
Mild,15.15,13.94
Mild,16.665,13.94
Mild,16.665,13.94
Mild,16.665,13.12
Mild,15.91,13.12
Mild,16.665,
Mild,17.425,14.76
Mild,20.455,16.4
Mild,21.97,18.04
Mild,21.97,18.04
Mild,24.24,20.5
Mild,25,21.32
Mild,24.24,
,,21.32
Mild,24.24,20.5
Mild,24.24,20.5
Mild,22.725,18.86
Mild,21.97,18.04
Mild,21.21,17.22
Mild,21.21,17.22
Mild,20.455,16.4
Mild,21.21,17.22
Mild,21.21,
Mild,20.455,16.4
Mild,20.455,16.4
Mild,17.425,
Mild,19.695,15.58
Mild,20.455,16.4
Mild,20.455,
Mild,21.21,17.22
Mild,22.725,18.86
Mild,25,21.32
Hot,25.76,22.14
Hot,26.515,
Hot,31.06,26.24
Hot,31.06,27.06
Hot,31.82,27.88
Hot,31.82,27.88
Hot,31.82,28.7
Hot,31.82,27.88
Hot,31.06,27.06
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,
Hot,31.06,
Hot,31.06,24.6
Hot,27.275,23.78
Hot,26.515,22.96
Hot,25.76,22.14
Mild,25,21.32
Mild,25,21.32
Mild,21.97,18.04
Mild,20.455,16.4
Mild,21.21,17.22
Mild,21.21,17.22
Mild,21.97,18.04
Mild,22.725,18.86
Mild,22.725,
Mild,24.24,20.5
Mild,24.24,
Mild,24.24,20.5
Mild,24.24,20.5
Mild,23.485,19.68
Mild,22.725,18.86
Mild,21.97,18.04
Mild,21.21,17.22
Mild,20.455,16.4
Mild,20.455,16.4
Mild,19.695,15.58
Mild,12.88,
Mild,12.88,10.66
Mild,12.88,10.66
Mild,11.365,9.84
Mild,11.365,9.84
Mild,11.365,9.84
Mild,11.365,9.84
Mild,12.12,9.84
Mild,12.12,10.66
Mild,14.395,13.12
Mild,15.15,13.12
Mild,14.395,13.12
Mild,15.15,13.94
Mild,16.665,14.76
Mild,16.665,14.76
Mild,15.15,13.94
Mild,15.15,13.94
Mild,15.15,13.94
Mild,15.15,13.94
Mild,15.15,13.94
Mild,15.91,13.12
,,13.12
Mild,15.15,12.3
Mild,15.91,12.3
Mild,16.665,12.3
Mild,13.635,
Mild,12.12,9.84
Mild,12.12,
Mild,12.12,9.84
Mild,12.12,9.84
Mild,13.635,10.66
Mild,13.635,
Mild,15.91,12.3
Mild,17.425,13.94
Mild,17.425,14.76
Mild,20.455,16.4
Mild,16.665,
Mild,16.665,13.94
Mild,15.15,13.12
Mild,15.15,13.94
Mild,19.695,
Mild,19.695,15.58
Mild,19.695,15.58
Mild,16.665,14.76
Mild,15.91,13.94
Mild,15.15,13.12
Mild,15.15,
Mild,15.91,13.12
Mild,14.395,
Mild,15.91,12.3
Mild,13.635,10.66
Mild,16.665,
Mild,15.15,11.48
Mild,13.635,11.48
Mild,13.635,11.48
Mild,15.15,13.12
Mild,16.665,13.94
Mild,15.91,14.76
Mild,20.455,16.4
Mild,21.21,
Mild,21.97,
Mild,21.97,18.04
Mild,22.725,
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,21.21,
Mild,21.21,17.22
Mild,21.21,17.22
Mild,20.455,16.4
Mild,20.455,16.4
Mild,20.455,
Mild,20.455,
Mild,19.695,15.58
Mild,19.695,15.58
Mild,19.695,15.58
Mild,20.455,
,,
Mild,21.97,18.04
Mild,22.725,18.86
Mild,24.24,20.5
Hot,25.76,22.14
Hot,31.06,24.6
Hot,31.06,26.24
Hot,31.82,27.88
Hot,32.575,30.34
Hot,33.335,31.16
Hot,32.575,31.16
Hot,32.575,30.34
Hot,31.82,
Hot,31.82,28.7
Hot,31.82,28.7
Hot,31.82,28.7
Hot,31.82,
Hot,31.06,26.24
Hot,31.06,25.42
Hot,31.06,25.42
Hot,25.76,
Hot,25.76,22.14
Mild,24.24,20.5
Mild,22.725,
Mild,23.485,19.68
Mild,23.485,19.68
Mild,19.695,15.58
Mild,15.91,14.76
Mild,15.15,
Mild,14.395,13.12
Mild,15.15,13.94
Mild,16.665,14.76
Mild,15.91,
Mild,20.455,16.4
Mild,19.695,15.58
Mild,21.21,17.22
Mild,19.695,15.58
Mild,16.665,14.76
Mild,15.91,13.94
Mild,14.395,13.94
Mild,15.15,13.12
Mild,14.395,12.3
Mild,15.91,12.3
Mild,13.635,
Mild,12.12,9.84
Mild,13.635,10.66
Mild,12.12,9.84
Mild,12.88,9.84
Mild,12.88,9.84
Mild,13.635,10.66
Mild,15.15,13.12
Mild,16.665,14.76
Mild,20.455,16.4
Mild,21.21,17.22
Mild,21.97,18.04
Mild,22.725,18.86
Mild,24.24,20.5
Mild,25,21.32
Hot,25.76,22.14
Mild,25,21.32
Mild,25,21.32
Mild,24.24,20.5
Mild,22.725,18.86
Mild,22.725,18.86
,,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,21.21,
Mild,21.21,17.22
Mild,17.425,14.76
Mild,16.665,
Mild,15.91,13.94
Mild,15.15,
Mild,16.665,13.94
Mild,17.425,14.76
Mild,20.455,16.4
Mild,21.21,
Mild,22.725,18.86
Mild,22.725,18.86
Mild,25,21.32
Hot,26.515,22.96
Hot,31.06,
Hot,31.06,24.6
Mild,25,21.32
Mild,23.485,19.68
Mild,22.725,
Mild,21.97,18.04
Mild,21.97,18.04
Mild,20.455,16.4
Mild,19.695,15.58
Mild,17.425,
Mild,16.665,13.94
Mild,16.665,
Mild,16.665,13.94
Mild,16.665,13.94
Mild,15.91,13.12
Mild,18.18,13.94
Mild,16.665,
Mild,16.665,13.94
Mild,17.425,14.76
Mild,16.665,14.76
Mild,20.455,16.4
Mild,19.695,15.58
Mild,16.665,14.76
,,
Mild,15.91,13.94
Mild,15.15,13.12
Mild,15.15,13.12
Mild,15.15,13.12
Mild,13.635,12.3
Mild,13.635,12.3
Mild,14.395,12.3
Mild,13.635,
Mild,14.395,12.3
Mild,14.395,12.3
Mild,15.15,12.3
Mild,15.15,13.12
Mild,14.395,12.3
Mild,13.635,12.3
Mild,14.395,12.3
Mild,14.395,12.3
Mild,15.15,12.3
Mild,15.15,13.12
Mild,17.425,13.94
Mild,16.665,13.94
Mild,18.18,14.76
Mild,17.425,14.76
Mild,18.94,
Mild,17.425,
Mild,18.94,14.76
Mild,19.695,15.58
Mild,19.695,15.58
Mild,19.695,15.58
Mild,19.695,15.58
Mild,19.695,15.58
Mild,17.425,14.76
Mild,17.425,14.76
Mild,19.695,15.58
Mild,19.695,15.58
Mild,19.695,15.58
Mild,19.695,15.58
Mild,19.695,15.58
Mild,18.18,14.76
Mild,18.18,
Mild,18.18,14.76
Mild,18.18,14.76
Mild,19.695,15.58
Mild,19.695,15.58
Mild,20.455,16.4
Mild,20.455,16.4
Mild,21.21,17.22
Mild,22.725,18.86
Mild,24.24,20.5
Mild,24.24,20.5
Mild,25,21.32
Mild,25,21.32
Mild,24.24,20.5
Mild,24.24,20.5
Mild,22.725,
Mild,21.97,18.04
Mild,21.97,18.04
Mild,22.725,
Mild,23.485,19.68
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,24.24,20.5
Mild,25,21.32
Hot,26.515,22.96
Hot,26.515,
Hot,29.545,24.6
Hot,29.545,24.6
Hot,30.305,26.24
Hot,33.335,29.52
Hot,33.335,
Hot,33.335,30.34
Hot,33.335,30.34
Hot,33.335,
Hot,33.335,29.52
Hot,31.82,27.88
Hot,31.06,27.06
Hot,31.06,26.24
Hot,27.275,23.78
Hot,31.06,
Hot,31.06,
Hot,31.06,24.6
Hot,27.275,
Hot,26.515,22.96
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,22.14
Mild,23.485,19.68
Mild,22.725,18.86
Mild,24.24,20.5
Mild,25,21.32
Hot,26.515,22.96
Hot,25.76,22.14
Mild,24.24,20.5
Mild,23.485,
Mild,23.485,19.68
Mild,21.97,18.04
Mild,21.97,18.04
Mild,21.21,17.22
Mild,21.21,17.22
Mild,21.21,17.22
Mild,20.455,16.4
Mild,20.455,
Mild,20.455,16.4
Mild,20.455,
Mild,20.455,
Mild,20.455,16.4
Mild,20.455,16.4
Mild,19.695,15.58
Mild,19.695,15.58
Mild,17.425,
Mild,19.695,15.58
Mild,19.695,15.58
Mild,20.455,16.4
Mild,21.21,17.22
Mild,21.21,17.22
Mild,21.97,18.04
Mild,21.21,17.22
Mild,21.97,18.04
Mild,22.725,
Mild,22.725,
Mild,21.97,18.04
Mild,21.97,18.04
Mild,21.97,18.04
Mild,21.21,17.22
,,17.22
Mild,20.455,16.4
Mild,19.695,15.58
Mild,19.695,15.58
Mild,17.425,14.76
Mild,16.665,13.94
Mild,18.18,13.94
Mild,17.425,13.94
Mild,17.425,13.94
Mild,19.695,15.58
Mild,21.21,
Mild,22.725,
Mild,24.24,
Mild,25,21.32
Hot,25.76,
Hot,26.515,
Hot,26.515,22.96
Hot,31.06,24.6
Hot,30.305,24.6
Hot,30.305,24.6
Hot,26.515,22.96
Hot,25.76,22.14
Mild,24.24,20.5
Mild,22.725,18.86
Mild,23.485,19.68
Mild,22.725,18.86
Mild,21.97,18.04
Mild,21.97,18.04
Mild,20.455,16.4
Mild,20.455,16.4
Mild,19.695,15.58
Mild,18.18,14.76
Mild,18.18,14.76
Mild,20.455,16.4
Mild,21.97,18.04
Mild,24.24,20.5
Mild,24.24,
Mild,25,21.32
Mild,25,21.32
Hot,25.76,22.14
Hot,25.76,
,,22.14
Mild,25,21.32
Mild,24.24,20.5
Mild,22.725,18.86
Mild,21.21,17.22
Mild,20.455,16.4
Mild,20.455,16.4
Mild,19.695,15.58
Mild,17.425,
,,14.76
Mild,16.665,
Mild,17.425,14.76
Mild,17.425,14.76
Mild,17.425,14.76
Mild,19.695,15.58
Mild,20.455,16.4
Mild,20.455,16.4
Mild,20.455,16.4
Mild,20.455,16.4
Mild,21.21,17.22
Mild,21.21,17.22
Mild,22.725,18.86
Mild,22.725,18.86
Mild,25,
Mild,25,21.32
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,25,21.32
Mild,21.97,
Mild,21.97,18.04
Mild,21.21,17.22
Mild,21.97,18.04
Mild,21.97,18.04
Mild,21.21,
Mild,20.455,16.4
Mild,20.455,16.4
Mild,18.18,14.76
Mild,17.425,14.76
Mild,15.91,14.76
Mild,16.665,14.76
Mild,19.695,15.58
Mild,20.455,16.4
Mild,21.21,17.22
Mild,22.725,18.86
Mild,22.725,18.86
Mild,24.24,20.5
Mild,25,21.32
Hot,25.76,22.14
Hot,25.76,22.14
Hot,26.515,22.96
Hot,26.515,22.96
Hot,26.515,22.96
Mild,25,21.32
Mild,24.24,20.5
Mild,24.24,20.5
Mild,21.97,18.04
Mild,22.725,
Mild,22.725,18.86
Mild,21.21,17.22
Mild,21.21,17.22
Mild,20.455,16.4
Mild,20.455,16.4
,,
Mild,22.725,
Mild,22.725,18.86
Mild,24.24,20.5
Mild,25,21.32
Hot,25.76,22.14
Hot,26.515,22.96
Hot,26.515,
Hot,27.275,23.78
Hot,31.06,24.6
Hot,31.06,24.6
Hot,27.275,
Hot,31.06,26.24
Hot,26.515,22.96
Hot,31.06,24.6
Hot,26.515,22.96
Mild,25,21.32
Mild,24.24,20.5
Mild,24.24,20.5
Mild,22.725,18.86
Mild,22.725,18.86
Mild,23.485,19.68
Mild,22.725,18.86
Mild,22.725,18.86
Mild,23.485,19.68
Mild,25,21.32
Mild,24.24,20.5
Mild,25,21.32
Mild,24.24,20.5
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,
,,22.96
Hot,26.515,22.96
Hot,25.76,22.14
Mild,24.24,20.5
Mild,24.24,
Mild,24.24,20.5
Mild,23.485,19.68
Mild,22.725,18.86
Mild,21.21,
Mild,21.21,17.22
Mild,21.21,17.22
,,16.4
Mild,20.455,16.4
Mild,20.455,16.4
Mild,20.455,16.4
Mild,21.21,17.22
Mild,21.97,
Mild,22.725,18.86
Mild,23.485,
Mild,22.725,
Mild,23.485,
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,
Mild,23.485,19.68
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,18.86
Mild,21.97,18.04
Mild,21.97,18.04
Mild,21.97,
Mild,21.97,
Mild,21.97,
Mild,22.725,18.86
Mild,23.485,19.68
Mild,24.24,20.5
Hot,25.76,22.14
Hot,27.275,23.78
Hot,30.305,25.42
Hot,30.305,25.42
Hot,30.305,26.24
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,27.06
Hot,30.305,26.24
Hot,30.305,25.42
Hot,30.305,25.42
Hot,29.545,24.6
Hot,29.545,24.6
Hot,26.515,22.96
Hot,26.515,22.96
,,22.96
Hot,26.515,
Hot,25.76,22.14
Mild,25,21.32
Mild,25,
Mild,25,21.32
Hot,25.76,22.14
Hot,26.515,22.96
Hot,28.79,24.6
Hot,30.305,26.24
Hot,31.06,27.06
Hot,31.82,27.88
Hot,32.575,28.7
Hot,32.575,28.7
Hot,32.575,28.7
Hot,33.335,29.52
Hot,32.575,28.7
Hot,32.575,28.7
Hot,31.82,
Hot,31.06,27.06
Hot,31.06,26.24
Hot,27.275,23.78
Hot,26.515,22.96
Mild,25,21.32
Mild,24.24,20.5
Mild,24.24,20.5
Mild,21.21,17.22
Mild,19.695,15.58
Mild,16.665,
Mild,15.15,13.94
,,13.94
Mild,15.15,13.94
Mild,15.15,
Mild,15.91,13.94
Mild,20.455,16.4
Mild,21.97,
Mild,22.725,18.86
Mild,24.24,20.5
Mild,23.485,19.68
Mild,24.24,
Mild,20.455,16.4
Mild,21.21,17.22
Mild,21.21,17.22
Mild,20.455,16.4
Mild,20.455,16.4
Mild,19.695,15.58
Mild,17.425,14.76
Mild,17.425,14.76
Mild,16.665,
Mild,15.91,
Mild,15.91,13.94
Mild,15.91,13.94
Mild,15.91,13.94
Mild,15.91,13.94
Mild,19.695,15.58
Mild,21.21,
Mild,22.725,18.86
Mild,24.24,20.5
Mild,25,21.32
Mild,25,21.32
Hot,25.76,22.14
Hot,25.76,22.14
Hot,26.515,
Hot,27.275,23.78
Hot,26.515,22.96
Hot,26.515,22.96
Hot,25.76,22.14
Mild,24.24,20.5
Mild,24.24,20.5
Mild,23.485,19.68
Mild,22.725,18.86
Mild,21.97,18.04
Mild,20.455,
Mild,19.695,15.58
Mild,18.18,
Mild,18.18,14.76
Mild,17.425,13.94
Mild,18.18,14.76
Mild,20.455,16.4
Mild,21.21,17.22
Mild,22.725,18.86
Hot,25.76,22.14
Hot,25.76,
Hot,26.515,22.96
Hot,27.275,23.78
Hot,31.06,24.6
Hot,31.06,
Hot,31.06,24.6
Hot,27.275,23.78
Hot,25.76,22.14
Hot,25.76,22.14
Mild,25,21.32
Mild,23.485,19.68
Mild,22.725,18.86
Mild,21.97,18.04
Mild,21.21,17.22
Mild,21.21,17.22
Mild,21.21,17.22
Mild,21.21,17.22
Mild,20.455,16.4
Mild,22.725,18.86
Mild,21.21,17.22
Mild,23.485,19.68
Mild,25,21.32
Hot,25.76,
Hot,26.515,22.96
Hot,26.515,22.96
Hot,31.06,24.6
Hot,31.06,24.6
Hot,31.06,24.6
Hot,31.06,24.6
Hot,31.06,
Hot,27.275,23.78
Hot,27.275,23.78
Hot,26.515,
Hot,26.515,22.96
Hot,25.76,22.14
Hot,25.76,
Mild,24.24,20.5
Mild,24.24,20.5
Mild,25,21.32
Mild,23.485,19.68
Mild,22.725,18.86
Mild,21.21,17.22
Mild,21.97,18.04
Mild,21.97,18.04
Mild,22.725,18.86
Mild,25,21.32
Hot,26.515,22.96
Hot,27.275,23.78
Hot,27.275,23.78
Hot,31.06,24.6
Hot,31.06,24.6
Hot,31.06,
Hot,31.06,24.6
Hot,31.06,24.6
Hot,27.275,23.78
Hot,27.275,23.78
,,22.96
Mild,25,21.32
Mild,25,21.32
Mild,24.24,20.5
Mild,22.725,18.86
Mild,22.725,18.86
Mild,21.97,18.04
Mild,21.97,18.04
Mild,22.725,18.86
Mild,21.21,17.22
Mild,21.21,
Mild,21.97,18.04
Mild,23.485,19.68
Mild,25,
Hot,25.76,22.14
Hot,26.515,22.96
Hot,31.06,24.6
Hot,31.06,24.6
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.06,25.42
Hot,31.06,25.42
Hot,27.275,23.78
Hot,25.76,22.14
Mild,25,21.32
Mild,25,21.32
Mild,24.24,20.5
Mild,23.485,19.68
Mild,22.725,18.86
Mild,21.97,18.04
Mild,21.97,18.04
Mild,21.21,17.22
Mild,20.455,16.4
Mild,21.21,17.22
Mild,21.97,18.04
Mild,24.24,20.5
Mild,25,21.32
Hot,26.515,22.96
Hot,26.515,22.96
Hot,31.06,
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.06,27.06
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,24.6
Hot,25.76,22.14
Hot,25.76,
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,24.24,20.5
Mild,25,21.32
Mild,24.24,20.5
Mild,23.485,19.68
Mild,22.725,18.86
Mild,22.725,18.86
Mild,23.485,19.68
Mild,23.485,19.68
Mild,25,21.32
Hot,25.76,22.14
Hot,26.515,22.96
Hot,31.06,24.6
Hot,31.06,
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.06,
Hot,31.06,26.24
Hot,31.06,25.42
Hot,26.515,22.96
Hot,25.76,
Hot,25.76,
Mild,24.24,20.5
Mild,22.725,18.86
Mild,22.725,18.86
Mild,22.725,
Mild,21.97,
Mild,21.97,18.04
,,17.22
Mild,21.21,17.22
Mild,21.97,18.04
Mild,22.725,18.86
Mild,23.485,
Mild,24.24,
Hot,25.76,22.14
Hot,27.275,23.78
Hot,27.275,23.78
Hot,31.06,25.42
Hot,30.305,25.42
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,26.24
Hot,30.305,
Hot,30.305,24.6
Hot,30.305,24.6
Hot,26.515,22.96
Hot,25.76,22.14
Hot,25.76,22.14
Mild,25,21.32
Mild,25,21.32
Mild,24.24,
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,
Mild,24.24,20.5
Mild,24.24,20.5
Mild,25,
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,24.24,
Mild,24.24,
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,23.485,19.68
Mild,24.24,20.5
,,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,
Hot,26.515,22.96
Hot,26.515,22.96
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,
Mild,25,21.32
Mild,25,
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
,,21.32
Hot,25.76,22.14
Hot,27.275,23.78
Hot,27.275,
Hot,28.79,24.6
Hot,29.545,25.42
Hot,29.545,25.42
Hot,30.305,26.24
Hot,31.06,27.06
Hot,30.305,
Hot,26.515,
Hot,26.515,22.96
Hot,26.515,22.96
Hot,25.76,22.14
Hot,25.76,22.14
Hot,26.515,22.96
Hot,25.76,22.14
Mild,25,21.32
Mild,25,21.32
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,24.24,20.5
Mild,25,
Mild,25,21.32
Hot,26.515,22.96
Hot,29.545,24.6
Hot,30.305,25.42
Hot,31.06,26.24
Hot,31.06,27.06
Hot,31.82,27.88
Hot,31.82,27.88
Hot,33.335,29.52
Hot,28.79,24.6
Hot,27.275,23.78
Hot,27.275,23.78
,,23.78
Hot,27.275,23.78
Hot,27.275,23.78
Hot,26.515,22.96
Hot,26.515,22.96
Hot,26.515,22.96
Hot,26.515,22.96
Hot,26.515,22.96
Hot,25.76,
Hot,25.76,22.14
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Hot,25.76,22.14
Hot,25.76,22.14
Hot,26.515,22.96
Hot,26.515,22.96
Hot,26.515,22.96
Hot,29.545,25.42
Hot,30.305,25.42
Hot,30.305,25.42
Hot,30.305,
Hot,29.545,24.6
Hot,29.545,
Hot,27.275,23.78
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,22.14
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Hot,25.76,22.14
Hot,26.515,22.96
Hot,26.515,22.96
Hot,25.76,22.14
Hot,25.76,22.14
Hot,26.515,
Hot,26.515,22.96
Hot,27.275,23.78
Hot,28.79,24.6
Hot,29.545,24.6
Hot,29.545,24.6
Hot,29.545,24.6
Hot,26.515,22.96
Hot,26.515,22.96
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,25,21.32
Mild,24.24,20.5
Mild,24.24,
Mild,23.485,19.68
Mild,23.485,19.68
Mild,23.485,19.68
Mild,24.24,20.5
Mild,24.24,20.5
Mild,25,21.32
Hot,25.76,22.14
Hot,25.76,22.14
Hot,25.76,22.14
Hot,27.275,
Hot,27.275,23.78
Hot,25.76,22.14
Hot,26.515,22.96
Hot,27.275,
Hot,26.515,22.96
Hot,31.06,24.6
Hot,27.275,23.78
Hot,25.76,
Hot,25.76,
Mild,24.24,20.5
Mild,23.485,19.68
Hot,33.335,28.7
Hot,33.335,28.7
Hot,33.335,28.7
Hot,31.82,27.88
Hot,31.82,27.88
Hot,29.545,27.06
Hot,31.82,27.88
Hot,33.335,
Hot,34.85,29.52
Hot,35.605,30.34
Hot,37.12,31.16
Hot,40.15,33.62
Hot,41.665,35.26
Hot,40.91,36.9
Hot,40.91,36.9
Hot,41.665,36.9
Hot,40.15,
Hot,40.15,35.26
Hot,39.395,33.62
Hot,35.605,30.34
Hot,35.605,30.34
Hot,34.85,30.34
Hot,34.85,30.34
Hot,33.335,
Hot,32.575,
Hot,32.575,29.52
Hot,31.82,28.7
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.06,27.06
Hot,31.82,
Hot,31.82,28.7
Hot,31.82,29.52
Hot,32.575,29.52
Hot,32.575,
Hot,33.335,31.16
Hot,34.09,32.8
Hot,33.335,31.98
Hot,34.09,32.8
Hot,34.09,32.8
Hot,32.575,31.16
Hot,32.575,30.34
Hot,31.82,29.52
Hot,31.82,28.7
Hot,31.06,
Hot,31.06,26.24
Hot,31.06,25.42
Hot,31.06,25.42
Hot,31.06,24.6
Hot,26.515,22.96
Hot,25.76,22.14
Mild,25,21.32
Mild,25,
Hot,25.76,22.14
Hot,25.76,22.14
Hot,26.515,22.96
Hot,27.275,23.78
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.06,27.06
Hot,31.06,27.88
Hot,31.82,
Hot,31.82,28.7
Hot,31.82,29.52
Hot,31.82,29.52
Hot,31.82,28.7
Hot,31.06,27.88
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,25.42
Hot,27.275,23.78
Hot,26.515,22.96
Hot,25.76,
Hot,25.76,22.14
Mild,25,21.32
Mild,25,21.32
Mild,24.24,20.5
Hot,25.76,22.14
Hot,26.515,
Hot,31.06,
Hot,31.06,25.42
Hot,31.06,26.24
Hot,31.06,27.06
Hot,31.82,28.7
Hot,32.575,30.34
Hot,32.575,30.34
Hot,32.575,30.34
Hot,32.575,29.52
Hot,32.575,29.52
Hot,32.575,30.34
Hot,31.82,28.7
Hot,32.575,
Hot,31.06,27.06
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,26.24
Hot,31.06,26.24
Hot,30.305,
Hot,30.305,25.42
Hot,30.305,25.42
Hot,30.305,25.42
Hot,29.545,24.6
Hot,29.545,24.6
Hot,28.79,
Hot,29.545,25.42
Hot,30.305,
Hot,30.305,
Hot,31.06,27.06
Hot,32.575,28.7
Hot,32.575,28.7
Hot,33.335,
Hot,33.335,30.34
Hot,32.575,
Hot,31.82,27.88
Hot,31.06,27.06
Hot,30.305,26.24
Hot,29.545,26.24
Hot,29.545,25.42
Hot,29.545,25.42
Hot,28.03,24.6
Hot,27.275,23.78
Hot,27.275,23.78
Hot,26.515,22.96
Hot,26.515,22.96
Hot,27.275,23.78
Hot,29.545,25.42
Hot,30.305,26.24
Hot,32.575,28.7
Hot,33.335,29.52
Hot,33.335,30.34
Hot,33.335,31.16
Hot,34.09,
Hot,34.09,31.98
Hot,34.85,32.8
Hot,33.335,
Hot,34.09,
Hot,33.335,31.16
Hot,33.335,29.52
Hot,31.82,27.88
Hot,31.06,27.06
Hot,31.06,
Hot,30.305,26.24
Hot,30.305,26.24
Hot,30.305,25.42
Hot,29.545,24.6
Hot,29.545,24.6
Hot,27.275,
Hot,27.275,23.78
Hot,28.79,24.6
Hot,30.305,26.24
Hot,31.82,27.88
Hot,33.335,
Hot,34.09,31.16
Hot,34.85,31.16
Hot,36.365,32.8
Hot,36.365,32.8
Hot,36.365,32.8
Hot,37.12,33.62
Hot,35.605,32.8
Hot,36.365,32.8
Hot,34.85,31.98
Hot,34.09,31.16
Hot,34.09,30.34
Hot,34.09,29.52
Hot,32.575,28.7
Hot,31.82,
Hot,29.545,27.06
Hot,30.305,27.06
Hot,28.79,26.24
Hot,28.79,
Hot,28.79,25.42
,,25.42
Hot,28.79,26.24
Hot,31.06,27.06
Hot,35.605,31.16
Hot,35.605,
Hot,37.12,33.62
Hot,37.88,34.44
Hot,40.91,36.08
Hot,42.425,36.9
Hot,43.94,
Hot,43.94,37.72
Hot,43.94,37.72
Hot,42.425,37.72
Hot,40.91,
Hot,40.15,33.62
Hot,39.395,
Hot,40.15,32.8
Hot,37.12,31.16
Hot,37.12,31.16
Hot,35.605,30.34
Hot,35.605,
Hot,35.605,29.52
Hot,35.605,29.52
Hot,34.85,29.52
Hot,33.335,28.7
Hot,35.605,29.52
Hot,34.85,29.52
Hot,36.365,31.16
Hot,39.395,34.44
Hot,40.91,35.26
Hot,42.425,36.9
Hot,42.425,37.72
Hot,40.91,36.9
Hot,43.94,
Hot,41.665,38.54
Hot,41.665,
Hot,40.91,36.9
Hot,40.15,36.08
Hot,37.12,34.44
Hot,36.365,32.8
Hot,34.85,31.16
Hot,34.09,30.34
Hot,34.85,
