timestamp,time_hour,time_weekday_name,time_month
11/06/2017 14:00,14:00:00,Sunday,June
11/06/2017 15:00,15:00:00,Sunday,June
11/06/2017 16:00,16:00:00,Sunday,June
11/06/2017 17:00,17:00:00,Sunday,June
11/06/2017 18:00,18:00:00,Sunday,June
11/06/2017 19:00,19:00:00,Sunday,June
11/06/2017 20:00,20:00:00,Sunday,June
11/06/2017 21:00,21:00:00,Sunday,June
11/06/2017 22:00,22:00:00,Sunday,June
11/06/2017 23:00,23:00:00,Sunday,June
12/06/2017 00:00,00:00:00,Monday,June
12/06/2017 01:00,01:00:00,Monday,June
12/06/2017 02:00,02:00:00,Monday,June
12/06/2017 03:00,03:00:00,Monday,June
12/06/2017 04:00,04:00:00,Monday,June
12/06/2017 05:00,05:00:00,Monday,June
12/06/2017 06:00,06:00:00,Monday,June
12/06/2017 07:00,07:00:00,Monday,June
12/06/2017 08:00,08:00:00,Monday,June
12/06/2017 09:00,09:00:00,Monday,June
12/06/2017 10:00,10:00:00,Monday,June
12/06/2017 11:00,11:00:00,Monday,June
12/06/2017 12:00,12:00:00,Monday,June
12/06/2017 13:00,13:00:00,Monday,June
12/06/2017 14:00,14:00:00,Monday,June
12/06/2017 15:00,15:00:00,Monday,June
12/06/2017 16:00,16:00:00,Monday,June
12/06/2017 17:00,17:00:00,Monday,June
12/06/2017 18:00,18:00:00,Monday,June
12/06/2017 19:00,19:00:00,Monday,June
12/06/2017 20:00,20:00:00,Monday,June
12/06/2017 21:00,21:00:00,Monday,June
12/06/2017 22:00,22:00:00,Monday,June
12/06/2017 23:00,23:00:00,Monday,June
13/06/2017 00:00,00:00:00,Tuesday,June
13/06/2017 01:00,01:00:00,Tuesday,June
13/06/2017 02:00,02:00:00,Tuesday,June
13/06/2017 03:00,03:00:00,Tuesday,June
13/06/2017 04:00,04:00:00,Tuesday,June
13/06/2017 05:00,05:00:00,Tuesday,June
13/06/2017 06:00,06:00:00,Tuesday,June
13/06/2017 07:00,07:00:00,Tuesday,June
13/06/2017 08:00,08:00:00,Tuesday,June
13/06/2017 09:00,09:00:00,Tuesday,June
13/06/2017 10:00,10:00:00,Tuesday,June
13/06/2017 11:00,11:00:00,Tuesday,June
13/06/2017 12:00,12:00:00,Tuesday,June
13/06/2017 13:00,13:00:00,Tuesday,June
13/06/2017 14:00,14:00:00,Tuesday,June
13/06/2017 15:00,15:00:00,Tuesday,June
13/06/2017 16:00,16:00:00,Tuesday,June
13/06/2017 17:00,17:00:00,Tuesday,June
13/06/2017 18:00,18:00:00,Tuesday,June
13/06/2017 19:00,19:00:00,Tuesday,June
13/06/2017 20:00,20:00:00,Tuesday,June
13/06/2017 21:00,21:00:00,Tuesday,June
13/06/2017 22:00,22:00:00,Tuesday,June
13/06/2017 23:00,23:00:00,Tuesday,June
14/06/2017 00:00,00:00:00,Wednesday,June
14/06/2017 01:00,01:00:00,Wednesday,June
14/06/2017 02:00,02:00:00,Wednesday,June
14/06/2017 03:00,03:00:00,Wednesday,June
14/06/2017 04:00,04:00:00,Wednesday,June
14/06/2017 05:00,05:00:00,Wednesday,June
14/06/2017 06:00,06:00:00,Wednesday,June
14/06/2017 07:00,07:00:00,Wednesday,June
14/06/2017 08:00,08:00:00,Wednesday,June
14/06/2017 09:00,09:00:00,Wednesday,June
14/06/2017 10:00,10:00:00,Wednesday,June
14/06/2017 11:00,11:00:00,Wednesday,June
14/06/2017 12:00,12:00:00,Wednesday,June
14/06/2017 13:00,13:00:00,Wednesday,June
14/06/2017 14:00,14:00:00,Wednesday,June
14/06/2017 15:00,15:00:00,Wednesday,June
14/06/2017 16:00,16:00:00,Wednesday,June
14/06/2017 17:00,17:00:00,Wednesday,June
14/06/2017 18:00,18:00:00,Wednesday,June
14/06/2017 19:00,19:00:00,Wednesday,June
14/06/2017 20:00,20:00:00,Wednesday,June
14/06/2017 21:00,21:00:00,Wednesday,June
14/06/2017 22:00,22:00:00,Wednesday,June
14/06/2017 23:00,23:00:00,Wednesday,June
15/06/2017 00:00,00:00:00,Thursday,June
15/06/2017 01:00,01:00:00,Thursday,June
15/06/2017 02:00,02:00:00,Thursday,June
15/06/2017 03:00,03:00:00,Thursday,June
15/06/2017 04:00,04:00:00,Thursday,June
15/06/2017 05:00,05:00:00,Thursday,June
15/06/2017 06:00,06:00:00,Thursday,June
15/06/2017 07:00,07:00:00,Thursday,June
15/06/2017 08:00,08:00:00,Thursday,June
15/06/2017 09:00,09:00:00,Thursday,June
15/06/2017 10:00,10:00:00,Thursday,June
15/06/2017 11:00,11:00:00,Thursday,June
15/06/2017 12:00,12:00:00,Thursday,June
15/06/2017 13:00,13:00:00,Thursday,June
15/06/2017 14:00,14:00:00,Thursday,June
15/06/2017 15:00,15:00:00,Thursday,June
15/06/2017 16:00,16:00:00,Thursday,June
15/06/2017 17:00,17:00:00,Thursday,June
15/06/2017 18:00,18:00:00,Thursday,June
15/06/2017 19:00,19:00:00,Thursday,June
15/06/2017 20:00,20:00:00,Thursday,June
15/06/2017 21:00,21:00:00,Thursday,June
15/06/2017 22:00,22:00:00,Thursday,June
15/06/2017 23:00,23:00:00,Thursday,June
16/06/2017 00:00,00:00:00,Friday,June
16/06/2017 01:00,01:00:00,Friday,June
16/06/2017 02:00,02:00:00,Friday,June
16/06/2017 03:00,03:00:00,Friday,June
16/06/2017 04:00,04:00:00,Friday,June
16/06/2017 05:00,05:00:00,Friday,June
16/06/2017 06:00,06:00:00,Friday,June
16/06/2017 07:00,07:00:00,Friday,June
16/06/2017 08:00,08:00:00,Friday,June
16/06/2017 09:00,09:00:00,Friday,June
16/06/2017 10:00,10:00:00,Friday,June
16/06/2017 11:00,11:00:00,Friday,June
16/06/2017 12:00,12:00:00,Friday,June
16/06/2017 13:00,13:00:00,Friday,June
16/06/2017 14:00,14:00:00,Friday,June
16/06/2017 15:00,15:00:00,Friday,June
16/06/2017 16:00,16:00:00,Friday,June
16/06/2017 17:00,17:00:00,Friday,June
16/06/2017 18:00,18:00:00,Friday,June
16/06/2017 19:00,19:00:00,Friday,June
16/06/2017 20:00,20:00:00,Friday,June
16/06/2017 21:00,21:00:00,Friday,June
16/06/2017 22:00,22:00:00,Friday,June
16/06/2017 23:00,23:00:00,Friday,June
17/06/2017 00:00,00:00:00,Saturday,June
17/06/2017 01:00,01:00:00,Saturday,June
17/06/2017 02:00,02:00:00,Saturday,June
17/06/2017 03:00,03:00:00,Saturday,June
17/06/2017 04:00,04:00:00,Saturday,June
17/06/2017 05:00,05:00:00,Saturday,June
17/06/2017 06:00,06:00:00,Saturday,June
17/06/2017 07:00,07:00:00,Saturday,June
17/06/2017 08:00,08:00:00,Saturday,June
17/06/2017 09:00,09:00:00,Saturday,June
17/06/2017 10:00,10:00:00,Saturday,June
17/06/2017 11:00,11:00:00,Saturday,June
17/06/2017 12:00,12:00:00,Saturday,June
17/06/2017 13:00,13:00:00,Saturday,June
17/06/2017 14:00,14:00:00,Saturday,June
17/06/2017 15:00,15:00:00,Saturday,June
17/06/2017 16:00,16:00:00,Saturday,June
17/06/2017 17:00,17:00:00,Saturday,June
17/06/2017 18:00,18:00:00,Saturday,June
17/06/2017 19:00,19:00:00,Saturday,June
17/06/2017 20:00,20:00:00,Saturday,June
17/06/2017 21:00,21:00:00,Saturday,June
17/06/2017 22:00,22:00:00,Saturday,June
17/06/2017 23:00,23:00:00,Saturday,June
18/06/2017 00:00,00:00:00,Sunday,June
18/06/2017 01:00,01:00:00,Sunday,June
18/06/2017 02:00,02:00:00,Sunday,June
18/06/2017 03:00,03:00:00,Sunday,June
18/06/2017 04:00,04:00:00,Sunday,June
18/06/2017 05:00,05:00:00,Sunday,June
18/06/2017 06:00,06:00:00,Sunday,June
18/06/2017 07:00,07:00:00,Sunday,June
18/06/2017 08:00,08:00:00,Sunday,June
18/06/2017 09:00,09:00:00,Sunday,June
18/06/2017 10:00,10:00:00,Sunday,June
18/06/2017 11:00,11:00:00,Sunday,June
18/06/2017 12:00,12:00:00,Sunday,June
18/06/2017 13:00,13:00:00,Sunday,June
18/06/2017 14:00,14:00:00,Sunday,June
18/06/2017 15:00,15:00:00,Sunday,June
18/06/2017 16:00,16:00:00,Sunday,June
18/06/2017 17:00,17:00:00,Sunday,June
18/06/2017 18:00,18:00:00,Sunday,June
18/06/2017 19:00,19:00:00,Sunday,June
18/06/2017 20:00,20:00:00,Sunday,June
18/06/2017 21:00,21:00:00,Sunday,June
18/06/2017 22:00,22:00:00,Sunday,June
18/06/2017 23:00,23:00:00,Sunday,June
19/06/2017 00:00,00:00:00,Monday,June
19/06/2017 01:00,01:00:00,Monday,June
19/06/2017 02:00,02:00:00,Monday,June
19/06/2017 03:00,03:00:00,Monday,June
19/06/2017 04:00,04:00:00,Monday,June
19/06/2017 05:00,05:00:00,Monday,June
19/06/2017 06:00,06:00:00,Monday,June
19/06/2017 07:00,07:00:00,Monday,June
19/06/2017 08:00,08:00:00,Monday,June
19/06/2017 09:00,09:00:00,Monday,June
19/06/2017 10:00,10:00:00,Monday,June
19/06/2017 11:00,11:00:00,Monday,June
19/06/2017 12:00,12:00:00,Monday,June
19/06/2017 13:00,13:00:00,Monday,June
19/06/2017 14:00,14:00:00,Monday,June
19/06/2017 15:00,15:00:00,Monday,June
19/06/2017 16:00,16:00:00,Monday,June
19/06/2017 17:00,17:00:00,Monday,June
19/06/2017 18:00,18:00:00,Monday,June
19/06/2017 19:00,19:00:00,Monday,June
19/06/2017 20:00,20:00:00,Monday,June
19/06/2017 21:00,21:00:00,Monday,June
19/06/2017 22:00,22:00:00,Monday,June
19/06/2017 23:00,23:00:00,Monday,June
01/07/2017 00:00,00:00:00,Saturday,July
01/07/2017 01:00,01:00:00,Saturday,July
01/07/2017 02:00,02:00:00,Saturday,July
01/07/2017 03:00,03:00:00,Saturday,July
01/07/2017 04:00,04:00:00,Saturday,July
01/07/2017 05:00,05:00:00,Saturday,July
01/07/2017 06:00,06:00:00,Saturday,July
01/07/2017 07:00,07:00:00,Saturday,July
01/07/2017 08:00,08:00:00,Saturday,July
01/07/2017 09:00,09:00:00,Saturday,July
01/07/2017 10:00,10:00:00,Saturday,July
01/07/2017 11:00,11:00:00,Saturday,July
01/07/2017 12:00,12:00:00,Saturday,July
01/07/2017 13:00,13:00:00,Saturday,July
01/07/2017 14:00,14:00:00,Saturday,July
01/07/2017 15:00,15:00:00,Saturday,July
01/07/2017 16:00,16:00:00,Saturday,July
01/07/2017 17:00,17:00:00,Saturday,July
01/07/2017 18:00,18:00:00,Saturday,July
01/07/2017 19:00,19:00:00,Saturday,July
01/07/2017 20:00,20:00:00,Saturday,July
01/07/2017 21:00,21:00:00,Saturday,July
01/07/2017 22:00,22:00:00,Saturday,July
01/07/2017 23:00,23:00:00,Saturday,July
02/07/2017 00:00,00:00:00,Sunday,July
02/07/2017 01:00,01:00:00,Sunday,July
02/07/2017 02:00,02:00:00,Sunday,July
02/07/2017 03:00,03:00:00,Sunday,July
02/07/2017 04:00,04:00:00,Sunday,July
02/07/2017 05:00,05:00:00,Sunday,July
02/07/2017 06:00,06:00:00,Sunday,July
02/07/2017 07:00,07:00:00,Sunday,July
02/07/2017 08:00,08:00:00,Sunday,July
02/07/2017 09:00,09:00:00,Sunday,July
02/07/2017 10:00,10:00:00,Sunday,July
02/07/2017 11:00,11:00:00,Sunday,July
02/07/2017 12:00,12:00:00,Sunday,July
02/07/2017 13:00,13:00:00,Sunday,July
02/07/2017 14:00,14:00:00,Sunday,July
02/07/2017 15:00,15:00:00,Sunday,July
02/07/2017 16:00,16:00:00,Sunday,July
02/07/2017 17:00,17:00:00,Sunday,July
02/07/2017 18:00,18:00:00,Sunday,July
02/07/2017 19:00,19:00:00,Sunday,July
02/07/2017 20:00,20:00:00,Sunday,July
02/07/2017 21:00,21:00:00,Sunday,July
02/07/2017 22:00,22:00:00,Sunday,July
02/07/2017 23:00,23:00:00,Sunday,July
03/07/2017 00:00,00:00:00,Monday,July
03/07/2017 01:00,01:00:00,Monday,July
03/07/2017 02:00,02:00:00,Monday,July
03/07/2017 03:00,03:00:00,Monday,July
03/07/2017 04:00,04:00:00,Monday,July
03/07/2017 05:00,05:00:00,Monday,July
03/07/2017 06:00,06:00:00,Monday,July
03/07/2017 07:00,07:00:00,Monday,July
03/07/2017 08:00,08:00:00,Monday,July
03/07/2017 09:00,09:00:00,Monday,July
03/07/2017 10:00,10:00:00,Monday,July
03/07/2017 11:00,11:00:00,Monday,July
03/07/2017 12:00,12:00:00,Monday,July
03/07/2017 13:00,13:00:00,Monday,July
03/07/2017 14:00,14:00:00,Monday,July
03/07/2017 15:00,15:00:00,Monday,July
03/07/2017 16:00,16:00:00,Monday,July
03/07/2017 17:00,17:00:00,Monday,July
03/07/2017 18:00,18:00:00,Monday,July
03/07/2017 19:00,19:00:00,Monday,July
03/07/2017 20:00,20:00:00,Monday,July
03/07/2017 21:00,21:00:00,Monday,July
03/07/2017 22:00,22:00:00,Monday,July
03/07/2017 23:00,23:00:00,Monday,July
04/07/2017 00:00,00:00:00,Tuesday,July
04/07/2017 01:00,01:00:00,Tuesday,July
04/07/2017 02:00,02:00:00,Tuesday,July
04/07/2017 03:00,03:00:00,Tuesday,July
04/07/2017 04:00,04:00:00,Tuesday,July
04/07/2017 05:00,05:00:00,Tuesday,July
04/07/2017 06:00,06:00:00,Tuesday,July
04/07/2017 07:00,07:00:00,Tuesday,July
04/07/2017 08:00,08:00:00,Tuesday,July
04/07/2017 09:00,09:00:00,Tuesday,July
04/07/2017 10:00,10:00:00,Tuesday,July
04/07/2017 11:00,11:00:00,Tuesday,July
04/07/2017 12:00,12:00:00,Tuesday,July
04/07/2017 13:00,13:00:00,Tuesday,July
04/07/2017 14:00,14:00:00,Tuesday,July
04/07/2017 15:00,15:00:00,Tuesday,July
04/07/2017 16:00,16:00:00,Tuesday,July
04/07/2017 17:00,17:00:00,Tuesday,July
04/07/2017 18:00,18:00:00,Tuesday,July
04/07/2017 19:00,19:00:00,Tuesday,July
04/07/2017 20:00,20:00:00,Tuesday,July
04/07/2017 21:00,21:00:00,Tuesday,July
04/07/2017 22:00,22:00:00,Tuesday,July
04/07/2017 23:00,23:00:00,Tuesday,July
05/07/2017 00:00,00:00:00,Wednesday,July
05/07/2017 01:00,01:00:00,Wednesday,July
05/07/2017 02:00,02:00:00,Wednesday,July
05/07/2017 03:00,03:00:00,Wednesday,July
05/07/2017 04:00,04:00:00,Wednesday,July
05/07/2017 05:00,05:00:00,Wednesday,July
05/07/2017 06:00,06:00:00,Wednesday,July
05/07/2017 07:00,07:00:00,Wednesday,July
05/07/2017 08:00,08:00:00,Wednesday,July
05/07/2017 09:00,09:00:00,Wednesday,July
05/07/2017 10:00,10:00:00,Wednesday,July
05/07/2017 11:00,11:00:00,Wednesday,July
05/07/2017 12:00,12:00:00,Wednesday,July
05/07/2017 13:00,13:00:00,Wednesday,July
05/07/2017 14:00,14:00:00,Wednesday,July
05/07/2017 15:00,15:00:00,Wednesday,July
05/07/2017 16:00,16:00:00,Wednesday,July
05/07/2017 17:00,17:00:00,Wednesday,July
05/07/2017 18:00,18:00:00,Wednesday,July
05/07/2017 19:00,19:00:00,Wednesday,July
05/07/2017 20:00,20:00:00,Wednesday,July
05/07/2017 21:00,21:00:00,Wednesday,July
05/07/2017 22:00,22:00:00,Wednesday,July
05/07/2017 23:00,23:00:00,Wednesday,July
06/07/2017 00:00,00:00:00,Thursday,July
06/07/2017 01:00,01:00:00,Thursday,July
06/07/2017 02:00,02:00:00,Thursday,July
06/07/2017 03:00,03:00:00,Thursday,July
06/07/2017 04:00,04:00:00,Thursday,July
06/07/2017 05:00,05:00:00,Thursday,July
06/07/2017 06:00,06:00:00,Thursday,July
06/07/2017 07:00,07:00:00,Thursday,July
06/07/2017 08:00,08:00:00,Thursday,July
06/07/2017 09:00,09:00:00,Thursday,July
06/07/2017 10:00,10:00:00,Thursday,July
06/07/2017 11:00,11:00:00,Thursday,July
06/07/2017 12:00,12:00:00,Thursday,July
06/07/2017 13:00,13:00:00,Thursday,July
06/07/2017 14:00,14:00:00,Thursday,July
06/07/2017 15:00,15:00:00,Thursday,July
06/07/2017 16:00,16:00:00,Thursday,July
06/07/2017 17:00,17:00:00,Thursday,July
06/07/2017 18:00,18:00:00,Thursday,July
06/07/2017 19:00,19:00:00,Thursday,July
06/07/2017 20:00,20:00:00,Thursday,July
06/07/2017 21:00,21:00:00,Thursday,July
06/07/2017 22:00,22:00:00,Thursday,July
06/07/2017 23:00,23:00:00,Thursday,July
07/07/2017 00:00,00:00:00,Friday,July
07/07/2017 01:00,01:00:00,Friday,July
07/07/2017 02:00,02:00:00,Friday,July
07/07/2017 03:00,03:00:00,Friday,July
07/07/2017 04:00,04:00:00,Friday,July
07/07/2017 05:00,05:00:00,Friday,July
07/07/2017 06:00,06:00:00,Friday,July
07/07/2017 07:00,07:00:00,Friday,July
07/07/2017 08:00,08:00:00,Friday,July
07/07/2017 09:00,09:00:00,Friday,July
07/07/2017 10:00,10:00:00,Friday,July
07/07/2017 11:00,11:00:00,Friday,July
07/07/2017 12:00,12:00:00,Friday,July
07/07/2017 13:00,13:00:00,Friday,July
07/07/2017 14:00,14:00:00,Friday,July
07/07/2017 15:00,15:00:00,Friday,July
07/07/2017 16:00,16:00:00,Friday,July
07/07/2017 17:00,17:00:00,Friday,July
07/07/2017 18:00,18:00:00,Friday,July
07/07/2017 19:00,19:00:00,Friday,July
07/07/2017 20:00,20:00:00,Friday,July
07/07/2017 21:00,21:00:00,Friday,July
07/07/2017 22:00,22:00:00,Friday,July
07/07/2017 23:00,23:00:00,Friday,July
08/07/2017 00:00,00:00:00,Saturday,July
08/07/2017 01:00,01:00:00,Saturday,July
08/07/2017 02:00,02:00:00,Saturday,July
08/07/2017 03:00,03:00:00,Saturday,July
08/07/2017 04:00,04:00:00,Saturday,July
08/07/2017 05:00,05:00:00,Saturday,July
08/07/2017 06:00,06:00:00,Saturday,July
08/07/2017 07:00,07:00:00,Saturday,July
08/07/2017 08:00,08:00:00,Saturday,July
08/07/2017 09:00,09:00:00,Saturday,July
08/07/2017 10:00,10:00:00,Saturday,July
08/07/2017 11:00,11:00:00,Saturday,July
08/07/2017 12:00,12:00:00,Saturday,July
08/07/2017 13:00,13:00:00,Saturday,July
08/07/2017 14:00,14:00:00,Saturday,July
08/07/2017 15:00,15:00:00,Saturday,July
08/07/2017 16:00,16:00:00,Saturday,July
08/07/2017 17:00,17:00:00,Saturday,July
08/07/2017 18:00,18:00:00,Saturday,July
08/07/2017 19:00,19:00:00,Saturday,July
08/07/2017 20:00,20:00:00,Saturday,July
08/07/2017 21:00,21:00:00,Saturday,July
08/07/2017 22:00,22:00:00,Saturday,July
08/07/2017 23:00,23:00:00,Saturday,July
09/07/2017 00:00,00:00:00,Sunday,July
09/07/2017 01:00,01:00:00,Sunday,July
09/07/2017 02:00,02:00:00,Sunday,July
09/07/2017 03:00,03:00:00,Sunday,July
09/07/2017 04:00,04:00:00,Sunday,July
09/07/2017 05:00,05:00:00,Sunday,July
09/07/2017 06:00,06:00:00,Sunday,July
09/07/2017 07:00,07:00:00,Sunday,July
09/07/2017 08:00,08:00:00,Sunday,July
09/07/2017 09:00,09:00:00,Sunday,July
09/07/2017 10:00,10:00:00,Sunday,July
09/07/2017 11:00,11:00:00,Sunday,July
09/07/2017 12:00,12:00:00,Sunday,July
09/07/2017 13:00,13:00:00,Sunday,July
09/07/2017 14:00,14:00:00,Sunday,July
09/07/2017 15:00,15:00:00,Sunday,July
09/07/2017 16:00,16:00:00,Sunday,July
09/07/2017 17:00,17:00:00,Sunday,July
09/07/2017 18:00,18:00:00,Sunday,July
09/07/2017 19:00,19:00:00,Sunday,July
09/07/2017 20:00,20:00:00,Sunday,July
09/07/2017 21:00,21:00:00,Sunday,July
09/07/2017 22:00,22:00:00,Sunday,July
09/07/2017 23:00,23:00:00,Sunday,July
10/07/2017 00:00,00:00:00,Monday,July
10/07/2017 01:00,01:00:00,Monday,July
10/07/2017 02:00,02:00:00,Monday,July
10/07/2017 03:00,03:00:00,Monday,July
10/07/2017 04:00,04:00:00,Monday,July
10/07/2017 05:00,05:00:00,Monday,July
10/07/2017 06:00,06:00:00,Monday,July
10/07/2017 07:00,07:00:00,Monday,July
10/07/2017 08:00,08:00:00,Monday,July
10/07/2017 09:00,09:00:00,Monday,July
10/07/2017 10:00,10:00:00,Monday,July
10/07/2017 11:00,11:00:00,Monday,July
10/07/2017 12:00,12:00:00,Monday,July
10/07/2017 13:00,13:00:00,Monday,July
10/07/2017 14:00,14:00:00,Monday,July
10/07/2017 15:00,15:00:00,Monday,July
10/07/2017 16:00,16:00:00,Monday,July
10/07/2017 17:00,17:00:00,Monday,July
10/07/2017 18:00,18:00:00,Monday,July
10/07/2017 19:00,19:00:00,Monday,July
10/07/2017 20:00,20:00:00,Monday,July
10/07/2017 21:00,21:00:00,Monday,July
10/07/2017 22:00,22:00:00,Monday,July
10/07/2017 23:00,23:00:00,Monday,July
11/07/2017 00:00,00:00:00,Tuesday,July
11/07/2017 01:00,01:00:00,Tuesday,July
11/07/2017 02:00,02:00:00,Tuesday,July
11/07/2017 03:00,03:00:00,Tuesday,July
11/07/2017 04:00,04:00:00,Tuesday,July
11/07/2017 05:00,05:00:00,Tuesday,July
11/07/2017 06:00,06:00:00,Tuesday,July
11/07/2017 07:00,07:00:00,Tuesday,July
11/07/2017 08:00,08:00:00,Tuesday,July
11/07/2017 09:00,09:00:00,Tuesday,July
11/07/2017 10:00,10:00:00,Tuesday,July
11/07/2017 11:00,11:00:00,Tuesday,July
11/07/2017 12:00,12:00:00,Tuesday,July
11/07/2017 13:00,13:00:00,Tuesday,July
11/07/2017 14:00,14:00:00,Tuesday,July
11/07/2017 15:00,15:00:00,Tuesday,July
11/07/2017 16:00,16:00:00,Tuesday,July
11/07/2017 17:00,17:00:00,Tuesday,July
11/07/2017 18:00,18:00:00,Tuesday,July
11/07/2017 19:00,19:00:00,Tuesday,July
11/07/2017 20:00,20:00:00,Tuesday,July
11/07/2017 21:00,21:00:00,Tuesday,July
11/07/2017 22:00,22:00:00,Tuesday,July
11/07/2017 23:00,23:00:00,Tuesday,July
12/07/2017 00:00,00:00:00,Wednesday,July
12/07/2017 01:00,01:00:00,Wednesday,July
12/07/2017 02:00,02:00:00,Wednesday,July
12/07/2017 03:00,03:00:00,Wednesday,July
12/07/2017 04:00,04:00:00,Wednesday,July
12/07/2017 05:00,05:00:00,Wednesday,July
12/07/2017 06:00,06:00:00,Wednesday,July
12/07/2017 07:00,07:00:00,Wednesday,July
12/07/2017 08:00,08:00:00,Wednesday,July
12/07/2017 09:00,09:00:00,Wednesday,July
12/07/2017 10:00,10:00:00,Wednesday,July
12/07/2017 11:00,11:00:00,Wednesday,July
12/07/2017 12:00,12:00:00,Wednesday,July
12/07/2017 13:00,13:00:00,Wednesday,July
12/07/2017 14:00,14:00:00,Wednesday,July
12/07/2017 15:00,15:00:00,Wednesday,July
12/07/2017 16:00,16:00:00,Wednesday,July
12/07/2017 17:00,17:00:00,Wednesday,July
12/07/2017 18:00,18:00:00,Wednesday,July
12/07/2017 19:00,19:00:00,Wednesday,July
12/07/2017 20:00,20:00:00,Wednesday,July
12/07/2017 21:00,21:00:00,Wednesday,July
12/07/2017 22:00,22:00:00,Wednesday,July
12/07/2017 23:00,23:00:00,Wednesday,July
13/07/2017 00:00,00:00:00,Thursday,July
13/07/2017 01:00,01:00:00,Thursday,July
13/07/2017 02:00,02:00:00,Thursday,July
13/07/2017 03:00,03:00:00,Thursday,July
13/07/2017 04:00,04:00:00,Thursday,July
13/07/2017 05:00,05:00:00,Thursday,July
13/07/2017 06:00,06:00:00,Thursday,July
13/07/2017 07:00,07:00:00,Thursday,July
13/07/2017 08:00,08:00:00,Thursday,July
13/07/2017 09:00,09:00:00,Thursday,July
13/07/2017 10:00,10:00:00,Thursday,July
13/07/2017 11:00,11:00:00,Thursday,July
13/07/2017 12:00,12:00:00,Thursday,July
13/07/2017 13:00,13:00:00,Thursday,July
13/07/2017 14:00,14:00:00,Thursday,July
13/07/2017 15:00,15:00:00,Thursday,July
13/07/2017 16:00,16:00:00,Thursday,July
13/07/2017 17:00,17:00:00,Thursday,July
13/07/2017 18:00,18:00:00,Thursday,July
13/07/2017 19:00,19:00:00,Thursday,July
13/07/2017 20:00,20:00:00,Thursday,July
13/07/2017 21:00,21:00:00,Thursday,July
13/07/2017 22:00,22:00:00,Thursday,July
13/07/2017 23:00,23:00:00,Thursday,July
14/07/2017 00:00,00:00:00,Friday,July
14/07/2017 01:00,01:00:00,Friday,July
14/07/2017 02:00,02:00:00,Friday,July
14/07/2017 03:00,03:00:00,Friday,July
14/07/2017 04:00,04:00:00,Friday,July
14/07/2017 05:00,05:00:00,Friday,July
14/07/2017 06:00,06:00:00,Friday,July
14/07/2017 07:00,07:00:00,Friday,July
14/07/2017 08:00,08:00:00,Friday,July
14/07/2017 09:00,09:00:00,Friday,July
14/07/2017 10:00,10:00:00,Friday,July
14/07/2017 11:00,11:00:00,Friday,July
14/07/2017 12:00,12:00:00,Friday,July
14/07/2017 13:00,13:00:00,Friday,July
14/07/2017 14:00,14:00:00,Friday,July
14/07/2017 15:00,15:00:00,Friday,July
14/07/2017 16:00,16:00:00,Friday,July
14/07/2017 17:00,17:00:00,Friday,July
14/07/2017 18:00,18:00:00,Friday,July
14/07/2017 19:00,19:00:00,Friday,July
14/07/2017 20:00,20:00:00,Friday,July
14/07/2017 21:00,21:00:00,Friday,July
14/07/2017 22:00,22:00:00,Friday,July
14/07/2017 23:00,23:00:00,Friday,July
15/07/2017 00:00,00:00:00,Saturday,July
15/07/2017 01:00,01:00:00,Saturday,July
15/07/2017 02:00,02:00:00,Saturday,July
15/07/2017 03:00,03:00:00,Saturday,July
15/07/2017 04:00,04:00:00,Saturday,July
15/07/2017 05:00,05:00:00,Saturday,July
15/07/2017 06:00,06:00:00,Saturday,July
15/07/2017 07:00,07:00:00,Saturday,July
15/07/2017 08:00,08:00:00,Saturday,July
15/07/2017 09:00,09:00:00,Saturday,July
15/07/2017 10:00,10:00:00,Saturday,July
15/07/2017 11:00,11:00:00,Saturday,July
15/07/2017 12:00,12:00:00,Saturday,July
15/07/2017 13:00,13:00:00,Saturday,July
15/07/2017 14:00,14:00:00,Saturday,July
15/07/2017 15:00,15:00:00,Saturday,July
15/07/2017 16:00,16:00:00,Saturday,July
15/07/2017 17:00,17:00:00,Saturday,July
15/07/2017 18:00,18:00:00,Saturday,July
15/07/2017 19:00,19:00:00,Saturday,July
15/07/2017 20:00,20:00:00,Saturday,July
15/07/2017 21:00,21:00:00,Saturday,July
15/07/2017 22:00,22:00:00,Saturday,July
15/07/2017 23:00,23:00:00,Saturday,July
16/07/2017 00:00,00:00:00,Sunday,July
16/07/2017 01:00,01:00:00,Sunday,July
16/07/2017 02:00,02:00:00,Sunday,July
16/07/2017 03:00,03:00:00,Sunday,July
16/07/2017 04:00,04:00:00,Sunday,July
16/07/2017 05:00,05:00:00,Sunday,July
16/07/2017 06:00,06:00:00,Sunday,July
16/07/2017 07:00,07:00:00,Sunday,July
16/07/2017 08:00,08:00:00,Sunday,July
16/07/2017 09:00,09:00:00,Sunday,July
16/07/2017 10:00,10:00:00,Sunday,July
16/07/2017 11:00,11:00:00,Sunday,July
16/07/2017 12:00,12:00:00,Sunday,July
16/07/2017 13:00,13:00:00,Sunday,July
16/07/2017 14:00,14:00:00,Sunday,July
16/07/2017 15:00,15:00:00,Sunday,July
16/07/2017 16:00,16:00:00,Sunday,July
16/07/2017 17:00,17:00:00,Sunday,July
16/07/2017 18:00,18:00:00,Sunday,July
16/07/2017 19:00,19:00:00,Sunday,July
16/07/2017 20:00,20:00:00,Sunday,July
